,category,value,ques,ans
8009,mitch mcconnell' kentucki megamix,$400,"in one thousand, seven hundred and eighty-six the virginia legislatur establish thi a a town befor kentucki becam a state it 's now kentucki 's capit",frankfort
8010,sign symbol,$400,the play card we call the jack is call thi in england,knave
8011,one hit wonder,$600,"in a one thousand, nine hundred and eighty hit lipp inc ask wo n't you take me to thi titl place",funkytown
8012,children' lit,$600,the last battl by c s lewi chronicl the last day of thi magic land,narnia
8013,the award goe to,$1000,the fermat prize in thi field is award for contribut to statement of variat principl,mathemat
8014,nation geograph,$400,thi nation is compos of four provinc sind baluchistan the nw frontier provinc punjab,pakistan
8015,haunt america,$600,woodburn the dover home of thi state 's governor is said to have sever resid ghost,delawar
8016,march 4th,$800,"one thousand, nine hundred and thirty-three five year befor the anschluss prime minist dollfuss dissolv thi nation 's parliament",austria
8017,bibl hero,$200,thi prophet wa actual swallow by a great fish not a whale,jonah
8018,the unit state of advertis,$400,juli london sang where there 's a man there 's thi brand of cigarett i wonder if he wa ride hi hors ?,marlboro
8019,a june wed categori,$400,that famou mendelssohn music mean it 's time to start thi the exit of the wed parti,recession
8020,g roceri,$1000,thi appl with a festiv name is a cross between kidd 's orang red golden delici,gala
8021,you get a star,$1000,the radial outflow of ioniz ga from a star is call stellar or solar thi,wind
8022,picasso,$600,"thi picasso masterpiec went on tour in one thousand, nine hundred and thirty-eight one thousand, nine hundred and thirty-nine to rais money for spanish relief",guernica
8023,footbal one hundred and one,$800,a href http www j archiv com medium two thousand and six ten sixteen j twenty-nine wmv jimmi stand and take the snap from center a by line up sever yard behind the center the quarterback pull the trigger on thi offens popular by the dalla cowboy i hut hut i,shotgun
8024,around the gym,$400,a gym rat may eat a powerbar to load up on energi seventy-five of it come from these,carbohydr
8025,drink,$200,tradit the turkish type of thi is made in a long handl brass pot call a jezv or ibrik,coffe
8026,'80 fad,$400,"a href http www j archiv com medium two thousand and eleven four twenty-nine j two jpg target blank these a shoe were first a big hit in the one thousand, nine hundred and eighty",jelli
8027,i thee wed,$600,she tie the knot with guy ritchi in skibo castl one day after their son rocco wa baptiz,madonna
8028,inter mural,$1000,from the old english for twist thread to twist two or more fiber togeth to form a singl strand,intertwin
8029,the construct crew,$1000,let 's see if jennif beal is avail for thi job of heat join metal,weld
8030,"one thousand, nine hundred and fifty-nine 's bestsel",$400,at no one thi leon uri book left the other work of fiction behind,exodu
8031,world of food,$800,consist of chunk of grill lamb on skewer it 's the greek version of shish kebab,souvlaki
8032,ow,$600,when domest they 're call poultri,fowl
8033,hollywood thriller preview ?,$1000,in australia water is go down drain backward to u thi fall mel gibson take on the reason whi thi effect,corioli
8034,space flight,$200,"the u s launch it first satellit in one thousand, nine hundred and fifty-eight while the second in thi soviet program wa orbit",sputnik
8035,transport,$800,"offer sinc one thousand, nine hundred and fifty-nine it give you travel for a fix time period on train system in seventeen european countri",eurailpass
8036,c for yourself,$1000,the hudson river school of landscap painter love the scenic beauti of these new york mountain,catskil
8037,world museum,$200,i visit the nation museum found by king rama v in thi citi all i got wa thi lousi thai shirt,bangkok
8038,new york citi televis,$200,issu in novemb of '99 the stamp seen here honor a classic sitcom all in the famili set in thi nyc borough,queen
8039,play,$400,foxwood casino on an indian reserv in connecticut claim the world 's largest hall for thi game,bingo
8040,stone,$400,the major piec of equip in thi sport is a forty-two one two pound disk shape stone with a handl attach to it,curl
8041,music' miss person,$400,bo donaldson and the heywood do n't be a hero,billi
8042,when they were in colleg,$200,jon stewart got a kick out of thi sport at william mari an award there is name in hi honor,soccer
8043,also a superhero,$200,"a one thousand, nine hundred and three g b shaw play is call man and him",superman
8044,let me mix you a metaphor,$400,after mari twist john around her littl finger they work togeth hand and thi other item,glove
8045,face of america,$600,evid paratroop love a href http www j archiv com medium two thousand and six ten ten j twenty-four jpg target blank thi a guy,geronimo
8046,i'm henri viii i am,$800,"i enjoy all kind of sport in one thousand, five hundred and twenty had a spirit wrestl match with the king of thi countri",franc
8047,the fdr librari,$1000,"a href http www j archiv com medium two thousand and five four one j five jpg target blank cheryl of the clue crew point to the origin document in the collect room of the fdr presidenti librari in hyde park ny a on hi decemb eight one thousand, nine hundred and forty-one speech fdr a href http www j archiv com medium two thousand and five four one j 05a jpg target blank cross a out the word world histori and use thi one word for evil reput",infami
8048,two letter scrabbl word,$1000,even without play it on a special squar thi greek letter will get you nine point,xi
8049,o befor e,$600,in thi game you hurl metal object at a spike thirty to forty foot away hope never yell fore,horsesho
8050,world histori,$800,"in one thousand, nine hundred and ten korea wa annex by thi countri that held it for the next thirty-five year",japan
8051,u s govern,$800,sen ted steven of thi state chair the commerc scienc transport committe,alaska
8052,slaveri,$400,"the compromis of one thousand, eight hundred and fifty ban the slave trade in washington d c admit thi state a a free state",california
8053,ancient rome,$400,thi younger orat letter writer whose elder wa kill by vesuviu wa governor of bithynia,plini
8054,we whistl while you work,$400,christma come earli when a href http www j archiv com medium two thousand and eleven one twelve j two mp3 thi a tune come whistl in,greensleev
8055,u s citi,$600,thi new england town 's famou cottag are actual lavish mansion such a belcourt castl marbl hous,newport
8056,european histori,$800,briton of the year one thousand call vike by thi nation name levi a geld to buy them off,dane
8057,technolog,$200,on a singl digit led readout number shown when all seven led are lit,eight
8058,in the state capit,$600,i 'll quaff some ale at the carolina ale hous in thi capit,raleigh
8059,red state,$600,redwood citi red redland are all citi in thi state,california
8060,african citi,$1000,while in thi capit tourist should see the well preserv roman aqueduct between carthag zaghouan,tuni
8061,rememb the titan,$1000,a south american birdi told me thi titan wa zeus' mother mother in law,rhea
8062,cowboy indian,$800,bailey stetson are popular maker of thi essenti piec of a cowboy 's outfit,hat
8063,what could she be do in there ?,$400,sooth her tire eye with slice of thi veggi that 's popular in british tea sandwich,cucumb
8064,you smell yummi,$600,i can tell that thi spice preced bun in the name of that philosophi bodi wash you just use,cinnamon
8065,we'r not in kansa anymor,$400,we left abilen drove straight north on highway fifteen to fairburi in thi state,nebraska
8066,that' treason,$1000,abdullah ocalan wa convict for tri to found a kurdish state in the southeast part of thi countri,turkey
8067,recurr,$400,the florali is a festiv held everi five year in ghent in thi countri,belgium
8068,museum,$200,the stori of world currenc is told via exhibit at the currenc museum in thi canadian capit,ottawa
8069,monster of rock,$1000,"thi one thousand, nine hundred and seventy-three edgar winter group no one got it titl from all the cut splice done to it in the edit process",frankenstein
8070,the french have a n english word for it,$400,plea mister plea do n't play b seventeen on the tavern music player the french call thi,jukebox
8071,hispanica,$200,control of thi forty-two zero squar mile island wa a central concern of the spanish american war,cuba
8072,e bay,$200,a crude figur or dummi repres a dislik person,effigi
8073,garden,$200,stem leav use to propag new plant or a british term for newspap clip,cut
8074,earthquak,$600,the standard scale is logarithm so an eight zero ha wave thi mani time larger than a seven zero,ten
8075,associ,$400,from a word for to labor togeth it 's one who help the enemi forc occupi hi countri,collabor
8076,politico by state,$400,seen a href http www j archiv com medium two thousand and seven ten eighteen j five jpg target blank here a the former governor of thi state come from a famili of politico,florida
8077,fun at the ballpark,$600,"a one thousand, nine hundred and seventy-six game in cincinnati between the giant the red wa stop for thirty minut when player were attack by these",bee
8078,meet me in the quad,$200,autumn brook calissa dahlia jepp born aug twelve two thousand and seven in great fall montana,quadruplet
8079,at home with a good book,$1000,manderley which the second mr de winter dreamt she went to again,rebecca
8080,busi biggi,$1000,a statu of the god mercuri inspir the a href http www j archiv com medium two thousand and ten nine twenty-nine j fifteen jpg target blank logo a of thi tire compani,goodyear
8081,potti mouth,$600,an estuari is where the salt fresh type of thi are mix,water
8082,an attract preposit,$800,just onc thi word want to be use without it companion synonym the word between,betwixt
8083,england scotland or wale,$200,the angu breed of cattl wa develop there,scotland
8084,the mediev daili news,$400,sport nine hundred and eleven charl iii of franc cede a big area to rollo these warrior later an nfl franchis,vike
8085,it' all about u,$600,it 's hi busi to embalm you when the time come,undertak
8086,four letter abbrevi,$400,it 's often type in befor www,http
8087,the darwin award,$800,explos habit a w v man lit a cigarett in an outhous but forgot about the presenc of thi aka marsh ga,methan
8088,the complet guilti bystand,$600,i wa a lookout i did n't bust open the lock for the break part or do thi crime that goe with it,enter
8089,faux fragranc,$400,a hit in amsterdam it 's the tribut perfum to union gener joseph english clergyman richard tv 's t j,hooker
8090,lead or no lead,$400,"to protect child in one thousand, nine hundred and seventy-seven the govern ban the use of lead in thi substanc on wall in the home",paint
8091,verb first name,$200,to open or pierc with the surgic instrument of the same name,lanc
8092,dirti four letter word,$200,materi that make up an unwant bunni under your bed,dust
8093,let' play cowboy,$400,though the cattalo occur in natur charl jone claim to be the first to cross a cow with thi to make one,buffalo
8094,crayola color,$200,screamin caribbean are two of our favorit shade of thi okay we like the forest shade too,green
8095,it' a job,$800,to arrang or contriv an outcom,engin
8096,a sneezi categori,$600,thi onc popular smokeless tobacco wa kept in a box often made one sneez,snuff
8097,i am a bad bad surgeon,$800,the human thi ha twenty-six bone includ seven tarsal a your doctor should i admit i just learn that today ?,foot
8098,pakistan laurel,$400,"in august two thousand and eight thi man presid sinc one thousand, nine hundred and ninety-nine gave a resign speech tout all hi achiev",musharraf
8099,medicin,$800,in an ancient indian treatis susruta note the relationship between mosquito thi bad air diseas,malaria
8100,o o o ye,$600,"in octob one thousand, nine hundred and seventy-three thi show debut with tom snyder a it host",tomorrow
8101,you'r herd me,$400,herd these is a tradit basi of the lapp economi,reindeer
8102,the frank,$400,he co rule the frank with hi brother carloman but becam sole king when hi brother die in seven hundred and seventy-one,charlemagn
8103,pc world,$400,small term for a central process unit on one integr circuit,microprocessor
8104,a hors is a hors,$800,in the lord of the ring gandalf ride thi hors that onli he could tame,shadowfax
8105,notabl nash,$200,"dure the one thousand, nine hundred and twenty charl nash wa presid of a compani that made these",automobil
8106,rock of age,$200,the stray cat sang she wa sexi thi age the same age when we saw her stand there,seventeen
8107,thi that,$800,thi u s state is the magnolia state y'all,mississippi
8108,world war ii the home front,$200,"when thi p m visit the white hous in one thousand, nine hundred and forty-one he startl the staff by spend much of hi time in the nude",churchil
8109,you must rememb casablanca,$800,central to the plot are stolen letter of thi that will allow anyon to travel unoppos,transit
8110,low thing,$400,a wooden frame for execut prison,gallow
8111,anim film,$600,two thousand and five four anim from the new york citi zoo end up on an african island,madagascar
8112,song,$400,good morn starshin the earth say thi,hello
8113,weapon,$200,an onag is an ancient one of these devic use to hurl stone,catapult
8114,brain surgeri,$200,it 's done with indoctrin persuas not soap water,brainwash
8115,my fantasi footbal team,$800,i'm expect a few long one from the well name ryan longwel a regular at thi posit,kicker
8116,ship,$400,"neither thi man nor hi flagship the trinidad complet the circumnavig of the world in the one thousand, five hundred and twenty",magellan
8117,fix the malaprop,$1000,by definit countri right next to each other are contagi,contigu
8118,anthropolog,$1000,the book of knowledg refer to these new mexico indian dwell a larg apart hous,pueblo
8119,mediterranean geographi,$800,the largest of spain 's balear island it 's known a the pearl of the mediterranean,majorca
8120,car trek,$600,in two thousand and two thi gm line launch a new small car seri the ion to replac it s seri,saturn
8121,the car pool,$1000,fourteen letter adject mean pertain to the heart blood vessel,cardiovascular
8122,titl woman in song,$1000,you do n't have to put on the red light those day are over you do n't have to sell your bodi to the night,roxann
8123,singl dad on the tube,$200,on thi cw show john glover a singl dad lionel tri to push son lex to the dark side,smallvil
8124,b,$1000,a carillon is a set of twenty-three or more of these,bell
8125,broadway lyric,$400,it second vers command put down the knit the book and the broom time for a holiday,cabaret
8126,the play' the thing,$200,mari chase play concern with the saniti of one elwood p dowd,harvey
8127,techno lust,$800,directx softwar is perfect for gamer these control that end in ex help applic share inform,activex
8128,bumper sticker humor,$800,cannib wo n't eat these circu perform they tast funni,clown
8129,the john f kennedi librari and museum,$400,"a 19th c goblet in the librari wa given to pre kennedi when he visit thi countri of hi ancestor in one thousand, nine hundred and sixty-three",ireland
8130,natur,$1000,sarah of the clue crew in beliz popularli call a bill bird thi is the nation bird of beliz,toucan
8131,which direct are you head ?,$800,from galway to cork in ireland,south
8132,homeland,$800,joona use to live in goteborg the second largest citi in thi countri,sweden
8133,get out your bibl,$1000,in john thi high priest say one man should die for the peopl and the whole nation perish not,caiapha
8134,eat your veggi,$800,the french know thi purpl pear shape veget a an aubergin,eggplant
8135,g eographi,$1000,"king constantin of thi balkan countri wa forc from hi throne in one thousand, nine hundred and seventeen again in one thousand, nine hundred and twenty-two",greec
8136,the occident tourist,$1000,tour thi citi birthplac of spanish artist barolom murillo look for a good barber,sevil
8137,pump it up,$200,"let 's take a poll thi specif poll actual it 's been around sinc one thousand, nine hundred and thirty-five",gallup
8138,foreign word phrase,$1000,liter welsh for session it 's an annual get togeth of welsh bard musician,eisteddfod
8139,the land,$800,after kill abel cain wa banish to the sleepi sound land of thi place east of eden,nod
8140,dr alex' old time feel good medicin show,$600,ate too much msg or feelin' a megrim or one of these comin' on ? beta blocker shmeta blocker tri dr alex' head cream,migrain
8141,back in '65,$1000,"a one thousand, six hundred and sixty-five work by thi dutch artist show hi common law wife hendrickj a juno",rembrandt
8142,music instrument,$200,these two small often high pitch drum are often play while held between the player 's knee,bongo
8143,orchestra,$600,dure wwii alli bomb destroy the philharmoni home to thi german citi 's philharmon,berlin
8144,robert' rule of order,$400,person opinion of prais or critic should not be includ in these offici record of meet,minut
8145,pope pourri,$1000,thi titl refer to someon set up a bishop of rome in opposit to the one alreadi hold the see two live in avignon,antipop
8146,disney film by charact,$1000,"timothi q mous friend of the titl charact one thousand, nine hundred and forty-one",dumbo
8147,brave heart,$400,"in one thousand, nine hundred and ninety-one georg h w bush gave thi defens secretari heart attack survivor the medal of freedom",cheney
8148,cowboy talk,$400,if you 're downright mean your vein are fill with thi reptil 's blood,snake
8149,colleg sport rivalri,$200,"the bay area 's big game is between cal thi school in one thousand, nine hundred and eighty-two it featur the play",stanford
8150,on the menu,$600,at taco bell seven layer or chili chees thi,burrito
8151,moo vin' out,$400,if cow went surf they 'd probabl yell thi nine letter word that start with cow dude,cowabunga
8152,pan am in the '60,$200,"a href http www j archiv com medium two thousand and eleven ten four j fourteen jpg target blank i'm christina ricci a our show ha set scene at thi airport that got it present name in one thousand, nine hundred and sixty-three it wa one of the first to give airlin their own termin with pan am 's be one of the most modern",jfk
8153,u s capit of the world,$400,austin minnesota capit of thi ha hormel a it largest employ hormel make three hundred and ninety-six can of it per minut,spam
8154,habla espa ol ? s,$200,my wife claim i am muy thi manli assert just like the villag peopl song,macho
8155,govern polit,$1000,in chicago joe rostenkowski wa bos of the 32nd of these polit divis,ward
8156,come to america,$200,confusingli second thi american can mean either that your parent or your grandpar immigr here,gener
8157,airship,$800,thi insur compani oper two full time blimp snoopi one snoopi two,metlif
8158,literatur,$400,wide sargasso sea by jean rhi is the stori of the mad wife of thi jane eyr charact,rochest
8159,power lift,$200,the abil to refrain from eat that big slice of chocol cake while on a diet,willpow
8160,all thing british,$400,now own by moham al fay it began a a small 19th centuri groceri shop,harrod
8161,ho pourri,$1000,"errol flynn wa born in thi tasmanian capit in one thousand, nine hundred and nine",hobart
8162,cheeri o s,$400,the lord mayor of munich tap the first keg of beer to open thi annual event,oktoberfest
8163,artists' birthplac,$400,"in one thousand, eight hundred and sixty-three edvard munch wa born in loten near what is now thi capit",oslo
8164,arnold,$800,english educ thoma arnold wa the longtim headmast of thi boy school that share it name with a sport,rugbi
8165,six letter word,$800,screwbal comedi are either zani or thi word that includ an old synonym for head,madcap
8166,fashion,$200,princ william 's alma mater thi school known for it play field had a jacket name for it,eton
8167,colleg univers,$400,it 's alphabet first of the seven sister colleg,barnard
8168,a natomi,$1000,ga exchang occur in these tini thin wall sac in the lung,alveolus
8169,daniel,$400,in chapter nine daniel pray to god for an end to the desol of thi citi thi holi mountain,jerusalem
8170,i'll have the beef,$200,a well marbl steak is streak with thi substanc,fat
8171,if you grow it they will eat,$800,one of the oldest plant cultiv by man it produc one bunch of hand then is cut down,banana
8172,mobisod,$600,"in a one thousand, nine hundred and seventy cop show thi david soul charact is kidnap after romanc a mafioso 's ex girlfriend",hutch
8173,the state of the state,$1000,"extrem windi seen a href http www j archiv com medium two thousand and ten one seven j twenty-eight jpg target blank here a is the april eleven one thousand, nine hundred and sixty-five doubl tornado in elkhart in thi state",indiana
8174,over the counter cultur,$1000,the dea back off man nutiva sell protein bar made from thi fiber produc varieti of cannabi sativa,hemp
8175,go downtown,$1000,i 'll stroll in centenni olymp park in thi citi,atlanta
8176,cur,$400,better behav in deuteronomi twenty-eight thi israelit leader rain down shock cur upon the disobedi,mose
8177,lost in space,$400,in it year of oper thi soviet space station releas more than two hundred object mostli trash into space,mir
8178,the evolut of m usic,$800,in the '90 it wa enter sandman with thi group,metallica
8179,the chine zodiac,$600,you 'll probabl find the other eleven anim all tast like thi one for two thousand and five,chicken
8180,femin,$200,elizabeth cadi stanton 's cousin elizabeth smith miller first wore these trouser name for anoth woman,bloomer
8181,don't think too hard,$600,maiden name of the mother of the man seen a href http www j archiv com medium two thousand and three four fifteen j eighteen jpg target blank here a,costello
8182,dot com doom,$600,the dot com boom wa bust by two thousand when two hundred and forty were delist from thi giant secur exchang,nasdaq
8183,bodi english,$1000,six letter slang term mean to identifi someon to the author,finger
8184,ii sir,$800,italian citi that suddenli wa n't in seventy-nine a d,pompeii
8185,jailhous,$800,"after one thousand, nine hundred and forty-six thi berlin prison on the wilhelmstrass hous nazi war crimin",spandau
8186,movabl feast,$1000,not monday but thi day of the week can be maundi,thursday
8187,radio histori,$200,start at klif in dalla bill meek pioneer these music arrang of call letter,jingl
8188,rhinocero now,$400,except for the sumatran type rhino do n't have much of thi except at tail tip or the fring on the ear,hair
8189,stan the contractor,$600,stan can give you the mansard gabl flat type of thi for the hous,roof
8190,chapter one vers one,$400,bless is the man that walketh not in the counsel of the ungodli,psalm
8191,the snail,$200,technic a snail ha thi mani foot,one
8192,"the one thousand, nine hundred and ninety",$400,"in one thousand, nine hundred and ninety-six moma in new york ad a one thousand, nine hundred and sixty-three xk e model of thi sport car to it collect",jaguar
8193,color,$1000,jewel know that a tourmalin of thi color is sometim call a brazilian sapphir,blue
8194,it' all over babi,$600,it 's where a man is when the o flag is hoist on a ship,overboard
8195,fun with element,$1000,thi element that 's ph balanc it ha two of them end with the name of an egyptian falcon god,phosphor
8196,with or without u,$200,sir walter of disney had a wonder world of thi,color
8197,slogan,$400,thi larg compani provid solut for a small planet,ibm
8198,novel vocabulari,$400,in anim farm major is a prize boar whose tush had never been cut tush be these,tusk
8199,histor hopewel virginia,$1000,"hopewel got a major boost in it develop when thi delawar chemic compani start a factori there in one thousand, nine hundred and fourteen",dupont
8200,my space,$600,the magellan cloud are actual the two of these larg assemblag nearest to u,galaxi
8201,molecular gastronomi,$600,a href http www j archiv com medium two thousand and eleven four one j twenty-three jpg target blank sarah give the clue from the moto restaur in chicago il a food is cook to precis temperatur uniform done in a water bath without the water come into direct contact with it the food is a href http www j archiv com medium two thousand and eleven four one j twenty-three jpg target blank seal a without air so the techniqu is call sou vide vide mean thi,vacuum
8202,natur,$200,eagl usual kill their prey with these bodi part,talon
8203,you look like a greek god,$200,roman were from mar greek were from thi god of war,are
8204,dialect,$800,dialect of thi european languag includ anpaluz madril o canario from the canari island,spanish
8205,we made it,$400,in the '60 robert moog becam a household name for the invent of one of these instrument that bear hi name,synthes
8206,i'v got the power,$600,"in one thousand, two hundred and seventy-nine kublai khan found the yuan dynasti put all of thi asian countri under foreign rule for the first time",china
8207,anagram british citi,$400,shire to a shifti sheriff hang not tim,nottingham
8208,movi catch phrase,$400,"one thousand, nine hundred and eighty-two a href http www j archiv com medium two thousand and six seven twelve j four mp3 they 're here a",poltergeist
8209,you'r make me mad,$1000,"the french made thi island a coloni in one thousand, eight hundred and ninety-six",madagascar
8210,cine de bandera,$200,"in thi one thousand, nine hundred and ninety-three film antonio play tom hanks' lover",philadelphia
8211,no matter what you'v heard,$600,jame moorer use thirty voic over seven measur to creat the a href http www j archiv com medium two thousand and seven six twenty-seven j eight mp3 rrrummm a for thi cinema sound standard,thx
8212,mytholog art,$600,a fountain at hearst castl boast sever sculptur of sekhmet a lion head goddess of thi civil,egypt
8213,twin,$800,"brigitt helm play both the virgin maria her sexi robot twin in thi one thousand, nine hundred and twenty-seven fritz lang film",metropoli
8214,a jug of wine,$400,until vintner learn to test sugar level in the 19th c half of the bottl of thi french wine would explod,champagn
8215,world myth legend,$600,jewish legend say hi first wife wa lilith who creat the need for a good divorc lawyer,adam
8216,the award goe to,$400,"a peac prize ha the gujarati word for peac inscrib on it is name for thi man who die in one thousand, nine hundred and forty-eight",gandhi
8217,rhyme fest,$1000,conjunct mean for fear that,lest
8218,food,$600,the top a href http www j archiv com medium two thousand and seven two fifteen j nine jpg target blank here a is thi delicaci that can come from sever differ creatur,caviar
8219,"the one thousand, eight hundred and eighty",$800,"in one thousand, eight hundred and eighty-four loui e waterman came up with a practic handheld devic that could store thi",ink
8220,religion,$400,follow of thi religion believ moroni wa the last of the nephit prophet historian,mormon
8221,special month,$800,it 's intern daffynit month nation pecan month no foolin',april
8222,crossword clue h,$600,a fraud or a fake four,hoax
8223,the gideon bibl,$600,if you ca n't sleep tri count thi five letter word mean father we got thirty-nine in matthew one,begat
8224,hello good buy,$400,"in one thousand, nine hundred and eighty-two peter lynch bought thi troubl u s car compani at about two buck a share in one thousand, nine hundred and eighty-six he sold for around forty",chrysler
8225,the whale wall,$600,at the intercontinent hotel check out the whale from lakeshor drive the navi pier in thi citi addendum lake shore drive navi pier,chicago
8226,food drink brand,$600,calistoga miner water is from thi california valley that 's famou for it vineyard,napa
8227,other statu of liberti,$400,a href http www j archiv com medium two thousand and eleven six fourteen j twelve jpg target blank ladi liberti a is look veri a href http www j archiv com medium two thousand and eleven six fourteen j 12a jpg target blank put a togeth a depict in thi jutland park,legoland
8228,intern date line,$1000,in a german goodby it follow auf to say can we see each other again it follow konnen wir un,wiedersehen
8229,the old testament,$800,accord to the bibl she wa not onli abraham 's wife she wa also hi half sister,sarah
8230,clip art,$200,ceremoni in which the person depict here is particip,graduat
8231,around the nuclear power plant,$200,a boil water reactor produc thi vapor insid the reactor vessel to gener power,steam
8232,south park,$1000,"eisenhow 's home in southern pennsylvania is next to thi nation militari park site of an one thousand, eight hundred and sixty-three battl",gettysburg
8233,"one thousand, nine hundred and eighty music",$800,"thi one thousand, nine hundred and eighty-three polic album gave the world everi breath you take wrap around your finger",synchron
8234,the late 20th centuri,$800,"the u s launch oper desert shield soon after iraq 's august two one thousand, nine hundred and ninety invas of thi countri",kuwait
8235,side effect may includ,$800,kidney vertigo eyebrow sing thi a yellow discolor of the skin caus by too much bilirubin in the blood,jaundic
8236,geograph term,$1000,on a geograph grid call a graticul parallel indic latitud these indic longitud,meridian
8237,bread,$800,thi unleaven bread is eaten but not alway enjoy dure passov,matzo
8238,countri of the world,$400,of malta mauritiu or mauritania the one that is n't an island,mauritania
8239,fruit veget,$200,to retain it crisp the sugar snap type of thi should be eaten raw,pea
8240,game time,$600,milton bradley 's first game wa about vice virtu it evolv into thi game with teeni station wagon,life
8241,you'r a grand old flag,$200,"thi present countri 's red white green tricolor got a boost from an one thousand, eight hundred and forty-eight decre by the king of sardinia",itali
8242,veggies' scientif name,$600,lactuca sativa it 's also a slang term for paper money,lettuc
8243,"the one thousand, eight hundred and sixty",$1000,"in one thousand, eight hundred and sixty-eight thi liber parti member succeed disra a british prime minist he serv in that capac three other time",gladston
8244,playbil,$600,it 's been a a href http www j archiv com medium two thousand and six eleven thirteen j six jpg target blank real tea a sinc two thousand and two,hairspray
8245,ola,$800,the name of thi largest of the british virgin island mean turtl dove in spanish,tortola
8246,thirty years' war call in,$600,alex well on the line right now is gener albrecht von wallenstein hey king christian iv of thi scandinavian countri give me your best shot pal you got noth,denmark
8247,today' horoscop,$600,feb nineteen march twenty someth 's fishi it 's thi mutabl water sign,pisc
8248,the write of woodi allen,$400,allen 's essay on the origin of thi type of casual languag introduc u to sir oswald spiffi,slang
8249,common bond cuisin,$600,white thin crust deep dish,pizza
8250,g whiz,$400,the first snorkel were use by submarin crew of thi nation to get air to their engin without surfac,germani
8251,island,$200,mindanao in thi island nation is one of the world 's lead produc of manila hemp,philippin
8252,nurseri rhyme,$600,in a count nurseri rhyme they were a court in the kitchen a wait,maid
8253,teen in literatur,$200,a a teen thi brood bront hero display an almost idiot excess of unsoci moro,heathcliff
8254,produc the intern produc,$600,in the netherland cut up a komkomm to add thi gourd to your salad,cucumb
8255,gin,$1000,tool name for the cocktail of gin lime juic shaken in ice serv with a lime garnish,gimlet
8256,use for arsen,$400,caligula is said to have order hi alchemist to turn the yellow orpiment a sulfid of arsen into thi,gold
8257,sound peachi,$600,the main european produc of peach is thi nation grow vast quantiti of them in it campania region,itali
8258,it just sound question,$200,thi four letter word can mean stop while pour you a drink someon might ask you to say it,when
8259,picasso,$200,cezann 's later paint african sculptur were two great influenc on picasso 's develop of thi movement,cubism
8260,d in math,$1000,pi is the ratio of the circl 's circumfer to thi,diamet
8261,music style,$800,a jamaican music genr is part of the name of thi latin style a href http www j archiv com medium two thousand and eight five eight j twenty-nine mp3 i we got you jammi,reggaeton
8262,time period,$800,long befor toy in the attic lillian hellman wrote the child 's thi,hour
8263,gate,$800,in nors myth the gate known a valgrind wa the main entranc to thi mighti hall,valhalla
8264,we get letter,$1000,keen of vision can be measur by rotat a circl with a break in it known a the landolt thi,c
8265,world citi,$200,build in thi italian citi do n't stand on solid ground but use wooden post driven into the mud,venic
8266,state tree,$1000,montana 's tree is thi type of pine bonanza men call it home,ponderosa
8267,cool,$1000,in arctic or subarct tundra it 's perenni frozen subsoil also call pergelisol,permafrost
8268,how about a hawaiian lunch ?,$200,eaten with the finger thi tradit dish is made by pound cook taro root to a past,poi
8269,let' go golf,$200,they 're the wooden holder that help you whack the ball,tee
8270,w here' that ?,$600,bob dole is among the famou resid of thi apart complex,waterg
8271,scienc guy,$200,"born in germani in one thousand, eight hundred and seventy-nine he fled to america in one thousand, nine hundred and thirty-two becam a u s citizen in one thousand, nine hundred and forty",einstein
8272,in the bookstor,$600,ford counti hi first collect of short stori is set in ford counti mississippi like hi novel a time to kill,grisham
8273,color term,$200,it describ the wave of grain in america the beauti,amber
8274,rearrang word,$400,rearrang the letter in listen to get thi not so audibl word,silent
8275,cat dog,$200,one of the first of these cat in the unit state wa given to mr rutherford b hay by the consul in bangkok,siames
8276,want by the fbi,$1000,the fbi want thi african countri 's odowa okuomos for bilk victim who were told they had to pay fee to claim big prize,nigeria
8277,the nation associ of children' hospit,$200,"there are about two hundred and fifty child 's hospit in the u s the first wa found in thi pennsylvania citi in one thousand, eight hundred and fifty-five",philadelphia
8278,u s biz,$800,the fiscal year two thousand and nine sale of thi bentonvil arkansa companv were four hundred and one billion,walmart
8279,behind the zodiac,$400,thi constel chiron is the centaur of attent,sagittariu
8280,danc,$1000,mayim a popular folk danc from thi countri mean water in the nativ languag,israel
8281,3m,$600,mean huge but not necessarili woolli,mammoth
8282,sport beat term,$1000,from the latin for dust it 's what the jackhamm did to the boulder sixteen zero,pulver
8283,my own privat idaho,$400,"in the one thousand, eight hundred and sixty thi preciou metal wa discov at owyhe today idaho lead the u s in it product",silver
8284,movi titl,$600,"wind sweep down the plain what more could gordon macra compani ask for in thi one thousand, nine hundred and fifty-five music ?",oklahoma
8285,doubl talk,$200,it wa the nicknam of design chanel,coco
8286,ain we got fun,$600,you can do it to a muscl or wet spaghetti,strain
8287,unreal estat,$1000,bear a close resembl to william randolph hearst 's san simeon it 's citizen kane 's mansion,xanadu
8288,livin' la vida lobster,$800,water flea shrimp lobster are all member of thi arthropod class,crustacean
8289,also an airlin,$400,space is said to be the final one,frontier
8290,states' most popul citi,$400,kansa three hundred and five zero,wichita
