,category,value,ques,ans
3112,a wine wine situat,$1000,also found in tea thi astring should mellow a red wine matur,tannin
3113,languag,$1000,the chine in hong kong macao mainli speak thi chine dialect,cantones
3114,studi abroad,$200,colleg town in thi countri includ goteborg lund of cours uppsala,sweden
3115,all god' critter,$200,becaus it dip it food in water it ha the scientif name lotor which mean washer,raccoon
3116,on the menu,$1000,the name of thi beef cut next to the rib impli that it melt in your mouth,tenderloin
3117,thaw,$1000,thi thirteen letter word for the reestablish of good relat is apt when franc make up a with rwanda in two thousand and nine,rapproch
3118,broadway it' a crime,$1000,brian f o'byrn play the priest whom cherri jone suspect of improprieti in thi toni win drama,doubt
3119,foreign film oscar nation,$1000,"one thousand, nine hundred and sixty the virgin spring",sweden
3120,tion me,$200,"one orbit around the sun or what happen in cuba in late one thousand, nine hundred and fifty-nine",revolut
3121,go old west young man,$200,fort bonnevil in thi cowboy state wa fort nonsens to scof trapper,wyom
3122,aye pad,$1000,found at the confluenc of the ohio tennesse river it 's the seat of mccracken counti kentucki,paducah
3123,gum,$1000,the name of thi gum brand sound like a hard tissu found in teeth,dentyn
3124,time piec,$200,thi watch brand with a greek letter name say it made the world 's first diver 's watch,omega
3125,myth in action,$200,in the legend mytholog of mani of the world 's cultur you 'll find these fieri reptilian,dragon
3126,which cabinet depart ?,$200,osha the occup safeti and health administr,labor
3127,condiment,$1000,thi garlic flavor mayonnais from provenc is popularli serv with fish,aioli
3128,eat like a hors,$1000,thi protein rich plant of the pea famili is like steak for hors do n't give the littl rascal too much of it,alfalfa
3129,emeril goe intern,$1000,a href http www j archiv com medium two thousand and eight four seven j eighteen jpg target blank emeril read the last clue of the categori a my recip for chowder start with cook bacon until it ha releas most of it fat a version of thi separ process,render
3130,sign symbol,$1000,the same two letter in the same order make up arkansas' postal abbrevi the symbol of thi chemic element,argon
3131,sport short,$200,two thousand and ten is name mvp of super bowl xliv,bree
3132,good bad guy on tv,$1000,j k simmon just plain scare the heck out of u a vern prison 92s110 on thi hbo drama,oz
3133,green food,$1000,a sauc call tzatziki is made with yogurt thi cool crisp veggi,cucumb
3134,judaism,$200,shabbat from a hebrew word for rest begin on thi day at sunset,friday
3135,anim anagram,$200,see thi babi anim is like a balm to me,lamb
3136,car chat,$1000,a href http www j archiv com medium two thousand and two seven three j twenty-five wmv sarah of the clue crew stop to give the clue a i'm glad i have thi four letter type of brake that use pad ring for more stop power than drum brake,disc
3137,in the news two thousand and five,$200,"thi countri 's new presid ahmadinejad may have minor in embassi hostag take in the one thousand, nine hundred and seventy",iran
3138,archaic word,$200,an old term mean to smear with blood now it usual mean to coat with gold,gild
3139,walk with me,$1000,if your report card show progress the teacher may say you 're make great these long step in your studi,stride
3140,tough fact,$200,former counti of england known for a pud a terrier,yorkshir
3141,scienc natur,$1000,thi properti is the reason a rubber ball bounc a stretch rubber band spring back to size,elast
3142,the whiskey trail,$200,old rip van winkl is among the fine brand of thi whiskey type made in kentucki,bourbon
3143,tricki question,$1000,minimum number of duck requir to have a line in which one duck is behind two one in front of two one in the middl,three
3144,start with a pronoun,$200,the lay on of hand is a key part of the practic of faith thi,heal
3145,presidenti pastim,$200,jimmi carter like to grab hi fli do some of thi in hunt creek near camp david,fish
3146,no byte,$1000,rememb salvador dali 's work the persist of thi,memori
3147,load the magazin,$1000,"in oct two thousand and four thi institut al mag ponder what the u s would be like had breckenridg won the one thousand, eight hundred and sixty elect",smithsonian
3148,potent potabl,$200,the finest type of thi liquor are certifi one hundred blue agav,tequila
3149,it' on the map,$200,it 's the power democraci of more than one zero island seen a href http www j archiv com medium two thousand and six five ten j eleven jpg target blank here a,japan
3150,good sen,$200,both parti are present at an adversari type of thi proceed that 's le formal than a trial,hear
3151,it' jamaica,$200,it 's the offici languag of jamaica,english
3152,encyclopedia brown,$1000,the cortland varieti of these brown veri slowli after they 're cut make them a good choic for garnish,appl
3153,the final fore,$200,in two thousand and four thi lefti birdi five of the last seven hole at augusta to win hi first major championship,mickelson
3154,gangster talk,$200,alex do cagney them copper will never catch me i 've been use dozen of these fake name from the latin for otherwis,alia
3155,virtual medicin,$1000,a href http www j archiv com medium two thousand and seven eleven twelve j sixteen jpg target blank jimmi of the clue crew hold a long thin tube at the carl j shapiro simul skill center in boston ma a a href http www j archiv com medium two thousand and seven eleven twelve j 16a jpg target blank thi a fiber optic view scope ha revolution diagnosi and surgeri a a tini incis in the abdomen replac one sever inch long,laparoscop
3156,beverag,$1000,a gershwin song say the way you wear your hat the way you sip thi they ca n't take that away from me,tea
3157,ship,$200,in two thousand and one an aircraft carrier name for thi former presid wa christen by hi wife nanci,reagan
3158,right by the number,$200,thi letter is right by two hundred and twenty-one in sherlock holmes' street address,b
3159,biblic quot,$200,and it came to pas at the end of forti day that he open the window of the ark which he had made,noah
3160,inventor,$200,"in one thousand, eight hundred and fifty-four he demonstr hi elev safeti devic by ascend in an elev have the rope cut",oti
3161,odd end,$200,thi constel is also call the twin,gemini
3162,gold,$1000,a href http www j archiv com medium two thousand and six twelve twenty j twenty-five jpg target blank sarah of the clue crew report from the golden lane in pragu czech republ a pragu 's golden lane get it name from the goldsmith who work here but it wa also famou for these peopl who were tri to concoct gold,alchemist
3163,ho pourri,$200,thi goodheart pachyderm did a favor for a bird by sit on her egg in a nest in a tree for fifty-one day,horton
3164,anim group,$200,kangaroo monkey boy scout all come in these group,troop
3165,natur,$200,sausag tree found in africa are pollin by these fli mammal,bat
3166,food,$200,naan an east indian form of thi is usual bake in a tandoor,bread
3167,american graduat,$1000,tipper gore dinah shore got degre from thi prestigi univers in nashvil,vanderbilt
3168,humor,$200,the name of thi comic imit that lack the moral aspect of satir also mean a strip show,burlesqu
3169,waiter,$1000,for dessert bring me some of thi appl fill roll pastri whose name is from the german for whirlpool,strudel
3170,lot of oil,$200,proverbi it 's what you do to a child when you spare the rod,spoil
3171,food drink,$200,name for it consist it 's a beverag made by blend fruit with yogurt milk or both,smoothi
3172,gift for everyon,$200,the last medici gave thi citi the famili 's art collect to attract the curio of foreign,florenc
3173,show me the monkey,$200,eagl leopard are known to hunt a href http www j archiv com medium two thousand and ten seven thirty j five jpg target blank debrazza 's monkey a but intrus by these primat is their biggest threat,human
3174,out for a spin,$200,hit the cue ball with the right amount of thi it wo n't follow it target into the pocket,backspin
3175,milk,$200,milk flash heat to at least one hundred and sixty-one degre for fifteen second is label thi,pasteur
3176,annual event,$200,"in one thousand, nine hundred and eighty-five thi presid proclaim august twenty-six a woman 's equal day",reagan
3177,a littl b bop,$1000,"establish in alberta in one thousand, eight hundred and eighty-five it 's canada 's oldest nation park",banff
3178,got your goat,$200,in leviticu god tell thi lawgiv that if a ruler sin he should use a young goat a a sin offer,mose
3179,colleg univers,$200,the univers of thi state ha branch in birmingham huntsvil tuscaloosa,alabama
3180,the oscar goe to,$200,him for direct schindler 's list,spielberg
3181,also a current suprem court justic,$200,a homophon of a man tri to convinc a woman to marri him,souter
3182,proverb,$200,thi type of fruit is sweet or sweetest,forbidden
3183,shakespear,$200,hi diabol plot lead to tragedi for othello desdemona,iago
3184,hark it' arkansa,$200,like tennesse arkansa ha a citi name thi but it is n't the countri music capit of the world,nashvill
3185,"one thousand, nine hundred and eighty-three the year in entertain",$200,thi michael jackson album spent thirty-seven week at no one,thriller
3186,also a book of the bibl,$200,by occup scalia rehnquist are these,judg
3187,alphabet last,$200,of month of the year,septemb
3188,medal decor,$1000,thi countri 's nation order of the cedar is award for except servic or act of extrem courag,lebanon
3189,sound like a prescript drug,$1000,orangutan live on thi the largest island that 's entir part of indonesia,sumatra
3190,crossword clue s,$200,a nap in nogal six,siesta
3191,conquer,$1000,"forc of thi european nation conquer algier in one thousand, eight hundred and thirty end it use a a stronghold by pirat",franc
3192,wish you were here,$200,the k ln d sseldorf line seen a href http www j archiv com medium two thousand and three five one j twelve jpg target blank here a take you up down the rhine in thi countri,germani
3193,you me due process,$1000,thi man v arizona said confess obtain without tell suspect of their right to counsel could n't be use in court,miranda
3194,citi song,$1000,marc cohn then i'm walk in thi citi walk with my foot ten foot off of beal,memphi
3195,biopic nic,$1000,two thousand and four liam neeson a thi behavior research,kinsey
3196,it take too,$200,for most of hi life larri fine had a job a one of these,stoog
3197,toy game,$200,board game with two hundred and twenty-five space one hundred tile,scrabbl
3198,in texa,$1000,"the expedit of thi spanish conquistador cross the rio grand explor texa in one thousand, five hundred and forty-one",coronado
3199,hillari jacki,$200,hillari first date bill while a law student jacki first date john while she wa the inquir one of these for a paper,photograph
3200,whatev,$1000,the world 's first steam locomot were use in thi u k countri 's coal mine,wale
3201,central park statu,$200,"fund by subscript to nyc 's il progresso newspap unveil in one thousand, eight hundred and ninety-two hi memori depict hi three ship",columbu
3202,voic,$200,"a thi porcin charact in a one thousand, nine hundred and ninety-five film christin cavanaugh spoke english not pig latin",babe
3203,immanuel can't,$200,immanuel ca n't have a milkshak like ninety of asian american he ha an intoler to thi sugar,lactos
3204,high school footbal,$200,the alabama high school athlet associ say the most import health safeguard dure workout is plenti of thi,water
3205,c'est la v,$1000,it 's true c'est thi is french for it 's true,vrai
3206,let' hit it,$1000,in some casino a blackjack dealer must hit with an ace a six known a thi type of seventeen,soft
3207,ballet,$200,the tale of the tortois the hare come to life in karen corey malik 's ballet base on thi man 's fabl,aesop
3208,o canada,$1000,it 's the keyston provinc becaus of it central locat in the countri,manitoba
3209,u s geographi,$200,larg ship can sail over one hundred mile inland to washington d c on thi river,potomac
3210,the u s,$200,the highest northernmost point in the u s are in thi state,alaska
3211,let' get bizet,$1000,bizet wrote a for thi austrian surpris symphoni man he ha sent me to sleep for some time past,haydn
3212,let it snow let it snow let it snow,$200,flat snow crystal gener have thi mani side or arm,six
3213,the c rossword puzzl,$1000,use in atom clock it melt at eighty-three three degre f six,cesium
3214,let' visit india,$1000,a job you might want to tri in india is a a mahout a keeper of these larg anim,eleph
3215,three m,$200,the greatest quantiti possibl perhap in prison secur,maximum
3216,you'v got,$200,you 've got thi sailor 's diseas if you 're not get enough vitamin c,scurvi
3217,nativ americana,$1000,a cree word mean he make greas give u the name of thi treat that 's similar to jerki,pemmican
3218,scarfac,$1000,"capon 's home from august one thousand, nine hundred and thirty-four through novemb one thousand, nine hundred and thirty-nine",alcatraz
3219,mexican food,$1000,tout a a hangov cure thi hearti soup made with tripe is popular on new year 's morn,menudo
3220,mexico,$200,bohemia superior do equi are brand of thi produc in mexico,beer
3221,comput one hundred and one,$1000,broadcast yourself is the slogan of thi websit that wa recent bought for one six billion,youtub
3222,ock tober,$1000,"scottish town that wa the site of robert the bruce 's one thousand, three hundred and fourteen defeat of the english armi",bannockburn
3223,go to piec,$1000,from the latin for of the night these pensiv music piec were popular by chopin bartok,nocturn
3224,cambodia cameroon or canada,$1000,use the franc a it currenc,cameroon
3225,number plea,$200,a novena is a roman cathol devot consist of prayer said over thi mani day,nine
3226,pop cultur,$1000,it 's the brand name of the transport seen here,segway
3227,act the part,$1000,dougla rain a the voic of thi charact just what do you think you 're do dave ?,hal
3228,tom jone,$1000,to benefit afghan refuge tom duet on delilah in modena itali with thi one of the three tenor,pavarotti
3229,ancient histori,$1000,thi athenian lawmak revis most of draco 's 7th centuri b c code of justic,solon
3230,sport movi,$200,thi singer play center fielder mae mordabito in a leagu of their own,madonna
3231,and the kingdom,$200,'twa in the darkest depth of mordor that a certain piec of jewelri journey in thi author 's trilog,tolkien
3232,biolog,$200,fibrogen is a protein materi that help the blood in do thi,clot
3233,let' consult the map,$1000,a href http www j archiv com medium two thousand and seven six twelve j twenty-two jpg target blank cheryl of the clue crew show a rectangular world map on the monitor a becaus area far from the equat are a href http www j archiv com medium two thousand and seven six twelve j 22a jpg target blank enlarg a greenland is bigger than south america in the 16th centuri system of project name for thi man,mercat
3234,reunion,$200,"in one thousand, nine hundred and eighty-nine the fall of a wall reunit thi world capit after twenty-eight year",berlin
3235,in the o zone,$1000,thi group of island is just six eight mile north of the mainland of scotland,orkney
3236,mad,$1000,the cold war nuclear balanc wa known a mad mutual assur thi,destruct
3237,scienc natur,$200,it can be a voraci reader or a beetl larva that feed on paper,bookworm
3238,celebr aka,$200,it 's the real last name of nicola cage of hi famou uncl,coppola
3239,it happen in the '70,$1000,"a href http www j archiv com medium two thousand and five one seventeen j twelve jpg target blank hi i'm levar burton a i star in thi one thousand, nine hundred and seventy-seven landmark miniseri that inspir million of peopl to research their own famili tree",root
3240,the good book,$200,in the bibl jess the grandson of boaz ruth wa the father of thi giant killer,david
3241,all my x,$200,"in one thousand, nine hundred and sixty-eight the mpaa rate a film adult by give it thi mani x",one
3242,spanish,$200,a holli jolli christma would becom thi con acebo y alegr,navidad
3243,start with three conson,$1000,a a verb it mean to oppos defeat a plan or effort a a noun it 's a seat across a boat on which a rower may sit,thwart
3244,trade space,$1000,you must take tea befor bargain for a rug at istanbul 's grand one of these trade space,bazaar
3245,oy i need a nosh,$1000,you know what i could realli go for ? an apricot one of these three corner cooki a tradit for purim,hamantaschen
3246,first thing first,$200,coroebu of eli wa the first winner in the first of these game he won the onli event a sprint in seven hundred and seventy-six b c,olymp
3247,i'm just a bill,$1000,alex here 's sofia have some fun at the san diego zoo thi play bird is not to be confus with the spoonbil playbil or t bill,hornbil
3248,the fac s of life,$200,send a fax tell me it 's short for thi word,facsimil
3249,ism,$1000,mascagni 's opera use the techniqu of verismo which in english is thi ism,realism
3250,a nebraska cornhusk or,$200,former husker head coach now congressman tom or look back in anger playwright john,osborn
3251,feel like fall,$200,precipit below thirty-two degre fahrenheit,snowfal
3252,disney movi by charact,$200,"one thousand, nine hundred and ninety-two the sultan jasmin jafar",aladdin
3253,constantin,$200,in three hundred and twenty-one constantin declar thi to be the offici day of rest worship,sunday
3254,i i i,$1000,philosoph attitud associ with kierkegaard heidegg jasper,existenti
3255,a number in the teen,$200,tradit number of attende at the last supper,thirteen
3256,stupid word origin answer,$1000,the white fruit of the plant solanum melongema resembl an egg thi name stuck for the purpl fruit too,eggplant
3257,anim,$200,the screech type of thi creatur may make it nest in a saguaro cactu,owl
3258,book of the apocrypha,$1000,thi beauti widow who behead gener holofern get her own book,judith
3259,slang,$1000,thi slang term can refer to a peanut a yokel or a nativ of georgia,goober
3260,let' speak portugues,$1000,a casa de fado is a restaur that also featur thi a the fado tell you,song
3261,not to be confus,$200,a fusil is a light flintlock firearm fusilli is a type of thi,pasta
3262,virgin berth,$200,"it took sixty-two second in one thousand, nine hundred and eleven for thi ship 's hull to slide from it build berth into belfast 's water",titan
3263,the star,$200,among the hors constel in the sky are one with a horn the unicorn thi one with wing,pegasu
3264,the bahama,$200,with intern bank two thi is the lead industri of the bahama,tourism
3265,stock symbol,$200,oreo jell o planter peanut are treat from thi compani kft,kraft
3266,famou shamu,$1000,"robert b parker introduc thi one name p i in one thousand, nine hundred and seventy-four 's the godwulf manuscript",spenser
3267,the reconstruct era,$200,"in one thousand, eight hundred and seventy thi goober state becam the last to be perman readmit to the union",georgia
3268,the mormon,$200,mormon consid themselv thi like about two billion other southern baptist do n't agre,christian
3269,my heaven,$200,becaus of the greenhous effect the surfac temperatur on thi planet is over eight hundred degre f,venu
3270,holiday observ,$200,it 's the last feder holiday of the year,christma
3271,countri of the world,$1000,yerevan the capit of thi republ lie about thirty-five mile from mount ararat,armenia
3272,a bunch of nut,$200,they can be boil candi or pure but at christma time it 's tradit to roast them on an open fire,chestnut
3273,veggi pourri,$200,like mani kid salvador dali detest thi green veggi he said that the onli good thing in it wa the sand,spinach
3274,so you think you can franc,$200,you can spell thi port franc 's second largest citi with or without an s at the end,marseil
3275,the five w s,$200,it 's the unit of power equal to one joul per second,watt
3276,ah sweet mythteri,$1000,thi mytholog sculptor tragic fell in love with a beauti statu he had carv,pygmalion
3277,american histori,$1000,"gen charl lee wa reliev of command after order a retreat at thi one thousand, seven hundred and seventy-eight new jersey battl",monmouth
3278,sport lingo,$200,bowler are more like to get a strike if they hit thi space between the one three or one two pin,pocket
3279,europ,$200,"in decemb one thousand, nine hundred and ninety-five aleksand kwasniewski becam presid of thi countri",poland
3280,down ecuador way,$1000,ecuador 's longest border is with thi countri to the south east,peru
3281,17th centuri fashion,$200,the embroideri pattern on these were call clock when they ran it wa time to replac them,stock
3282,god among u,$200,"in the earli one thousand, nine hundred and sixty nasa 's abe silverstein gave the man moon program thi name",apollo
3283,discoveri invent,$1000,a british inventor gave hi name tot hi type of road surfac that spread across europ in the 19th centuri,macadam
3284,the forgotten marx brother,$200,you might find thi brother in the cellar swig from a bottl of muscatel,wino
3285,columbu discov the new world,$1000,"a href http www j archiv com medium two thousand and nine ten fourteen j nine wmv kelli of the clue crew show a map on the monitor a in april one thousand, four hundred and ninety-three amidst great pomp columbu announc the discoveri of the new world to hi patron queen isabella in a href http www j archiv com medium two thousand and nine ten fourteen j nine jpg target blank thi a citi",barcelona
3286,mytholog,$200,poseidon 's son polyphemu wa one of these one eye creatur,cyclop
3287,the fortun five hundred,$200,no two hundred and forty-two on the list thi insur co 's ninety-nine three billion loss made it fortun 's biggest loser ever,aig
3288,three cheer,$1000,mythic monstros manifest a href http www j archiv com medium two thousand and four seven six j thirty jpg target blank here a,cerberu
3289,s ential knowledg,$1000,the daughter of the titan hyperion theia she wa the goddess of the moon,selen
3290,food gloriou food,$1000,italian for cook it 's a pork beef salami that contain whole peppercorn,cotto
3291,the new york time headlin,$1000,"august twenty-one one thousand, nine hundred and sixty-eight thi nation invad by russian and four other warsaw pact forc",czechoslovakia
3292,music style,$1000,the name of thi style of music may come from an alter of the french word for bean a href http www j archiv com medium two thousand and eight five eight j thirty mp3 i shot below dig a hole i a,zydeco
3293,opera crossword clue c,$1000,vocal rang of dame clara butt nine,contralto
3294,get biblic,$200,the prophet jeremiah rhetor queri can thi anim chang hi spot ?,leopard
3295,go nucular,$1000,on the pb newshour le aspin thi presid 's secretari of defens shot off nucular weapon,clinton
3296,tower,$200,seen a href http www j archiv com medium two thousand and ten two twenty-three j four jpg target blank here a are the world 's first lean high rise build puerto de europa in thi countri,spain
3297,herb spice,$200,one type of dish in which fenugreek seed is use is thi relish from india,chutney
3298,the quotabl churchil,$200,thi at all cost thi in spite of all terror thi howev long and hard the road may be v is for,victori
3299,sweet p,$1000,if you travel here by winnebago you might know that c sub three sub h sub eight sub is the formula for thi flammabl ga,propan
3300,waterfal,$200,"della fall on thi british columbia island is name for the wife of joe drinkwat who discov it in one thousand, eight hundred and ninety-nine",vancouv
3301,cuban histori,$200,"on juli twenty-six one thousand, nine hundred and fifty-three thi futur presid one hundred and fifty follow attack one of cuba 's major militari base",castro
3302,jonah' druther,$1000,though god ask him to go to thi assyrian citi speak to the peopl jonah shun the command,ninevah
3303,john paul georg,$200,he wa the youngest man elect presid sadli the youngest to die in offic,jfk
3304,crossword clue f,$200,a failur on broadway four,flop
3305,girl in song,$200,in ritchi valens' day thi song about a girl wa more popular than it flip side la bamba,donna
3306,let there be life,$1000,each of these on the dragonfli is made up of twenty-eight zero hexagon shape ommatidium,eye
3307,i'm a believ,$1000,in thi faith whose name come from the greek for univers,cathol
3308,name of the twelve apostl,$1000,ha an accent over the o in spanish,simon
3309,tv attack ad,$1000,well cb and abc both show thi one a href http www j archiv com medium two thousand and seven one eleven j sixteen mp3 they dump clooney they dump maci they even dump anthoni edward mayb it 's time you dump them a,er
3310,the gridiron,$200,"hi i'm champ bailey colleg footbal 's top defens player of one thousand, nine hundred and ninety-eight the award for top defens player in colleg footbal is name for bronislaw nagurski whose nicknam wa thi",bronco
3311,word,$200,chat about thi in your chat room chat is mere a shorten form of thi seven letter word,chatter
3312,extrem youth politician,$200,we wonder if thi guy seen a href http www j archiv com medium two thousand and nine nine sixteen j twenty-one jpg target blank here a still ha that shirt,obama
3313,the new york time movi,$200,manohla dargi review thi two thousand and nine pixar film under the headlin the hous that soar,up
3314,o pouri,$200,though spell differ than her bff m king thi is oprah 's middl name,gail
3315,say chees,$1000,fonduta is the italian version of fondu made with thi type of chees that also begin with fon,fontina
3316,ye god,$1000,cover a lot of ground thi greek counterpart of diana wa the goddess of childbirth chastiti,artemi
3317,true crime,$1000,these chine secret societi that met in tong in north america start a group of kung fu fighter,triad
3318,hodgepodg,$200,nine out of everi ten tomato grown in the u s come from thi state,california
3319,on the job train,$1000,job 's thi ha becom a proverbi express for one who tell you your problem are your own fault,comfort
3320,with brotherhood,$200,last name of kevin joe nick whose album line vine and tri time debut at no one in two thousand and nine,jona
3321,the u s board on geograph name,$1000,the usbgn catalog the locat of these but wo n't releas them if you want to spelunk you 're on your own,cave
3322,intern cuisin,$200,french dish describ a argenteuil featur thi veget sometim just the tip,asparagu
3323,merger acquisit,$200,in two thousand and four thi dutch airlin merg with air franc,klm
3324,i believ webster' defin it a,$1000,adj two b happi golden a in thi era or the thi day of youth,halcyon
3325,the first millennium a d,$1000,thi king call the great beat the dane in eight hundred and eighty-six to keep all of england from be conquer,alfr
3326,beaglemania,$1000,the beagl 's coat is usual describ a black white thi shade of brown,tan
3327,eleven letter word,$1000,to back up or confirm anoth person 's version of event,corrobor
3328,shampoo,$1000,thi brand 's plu is a two in one formula that combin shampoo condition,pert
3329,travel tourism,$1000,the toss of thi veri heavi long wooden pole is a highlight of scotland 's highland game,caber
3330,cheer leader,$1000,felip calderon receiv the nafta congression leadership award befor becom presid of thi countri,mexico
3331,all about antarctica,$1000,"a href http www j archiv com medium two thousand and ten ten thirteen j thirty wmv tom ritchi present the clue from antarctica a lifeless boat and rust tank that onc held the preciou oil are relic of decept island 's past from one thousand, nine hundred and six to one thousand, nine hundred and thirty-one it wa a process center for thi brutal trade",whale
3332,day of the week,$1000,the roman call it jupit 's day but in english thi weekday is name for a son of odin,thursday
3333,word origin,$200,the word manag goe back to the latin manu the word for thi part of the bodi,hand
3334,bodi languag,$200,a kleptomaniac could be accus of have sticki these,finger
3335,scarfac,$200,"not exactli man of the year al capon appear controversi on a one thousand, nine hundred and thirty cover of thi magazin found in one thousand, nine hundred and twenty-three",time
3336,ancient roman stand up comedi,$200,jimmi of the clue crew deliv from an open mic in a small club a href http www j archiv com medium two thousand and four nine twenty-nine j twelve mp3 i tell you it wa so cold today how cold wa it ? it wa so cold i wish we were back in sixty-four when he wa emperor hot time if you know what i mean a,nero
3337,end in ic,$200,it 's been call the univers tongu the speech of angel so play on,music
3338,movi song,$200,smash mouth cover i'm a believ in thi ogrish two thousand and one film,shrek
3339,medicin,$200,hemodialysi remov wast materi from the blood a job usual done by these organ,kidney
3340,pop cultur,$1000,michael c hall of six foot under went to showtim to play thi homicid titl charact seen a href http www j archiv com medium two thousand and seven nine twenty-four j five jpg target blank here a a href http www j archiv com medium two thousand and seven nine twenty-four j five wmv i blood sometim it set my teeth on edg i a,dexter
3341,music alphabet,$1000,p is for pizzicato which inform the string player to do thi also a p word,pluck
3342,classic sport commerci,$200,hors of thi breed usual go for two play footbal in a budweis spot,clydesdal
3343,i am a camera,$1000,"thi german compani introduc the first precis miniatur thirty-five mm camera in one thousand, nine hundred and twenty-four",leica
3344,alaska,$200,about half of alaska 's six hundred zero resid live within thi citi 's metropolitan area,anchorag
3345,conson vowel conson vowel,$1000,to stare with open mouth a in wonder,gape
3346,the old colleg tri,$1000,the math depart will gladli instruct you in plane spheric thi,trigonometri
3347,sedimentari rock,$1000,a href http www j archiv com medium two thousand and four seven twenty-two j twenty-nine wmv cheryl of the clue crew dissolv a piec of rock in a chemistri experi a with dilut hydrochlor acid you can test for thi rock the acid react with the calcit to form co sub two sub,limeston
3348,sign of the four,$1000,of the four marx brother in hors feather the one with the same name a a california citi,chico
3349,who' the bos ?,$1000,"of hitler 's afrika korp one thousand, nine hundred and forty-one one thousand, nine hundred and forty-three",rommel
3350,buzz off,$200,in footbal the defens commit thi violat by cross the line of scrimmag befor the ball is snap,offsid
3351,nightli news word,$1000,a marxist stage befor commun thi is govern control over the economi i thought it meant friendli,social
3352,librari,$200,samuel pepys' famou diari is hous at the pepysian librari at magdalen colleg at thi univers,cambridg
3353,bodi languag,$200,"manuch ghorbanifar an iranian dealer in these wa involv in the one thousand, nine hundred and eighty swap of them for hostag",arm
3354,u s magazin,$200,no one in circul thi retirees' organ 's bulletin,aarp
3355,disneyland ride attract,$200,"in a ride that date from the park 's one thousand, nine hundred and fifty-five open you spin in these",teacup
3356,slogan,$1000,thi airlin is a whole differ anim,frontier
3357,cat anatomi,$1000,of the two type of cell that chang light into nerv impuls cat are load with these for better night vision,rod
3358,number plea,$200,it preced minut in the titl of a popular sunday night tv news program,sixty
3359,militari nicknam,$1000,the desert fox of afrika,rommel
3360,the g eight,$200,"in one thousand, seven hundred and ninety-two it king wa overthrown it becam a republ",franc
3361,citi name origin,$200,the spaniard turn the indian villag of chuk shon into thi arizona citi,tucson
3362,nation monument,$200,the usa 's largest nation monument thi state 's misti fjord consist of glacier long deep fjord,alaska
3363,the apart,$200,i wa in good hand with thi insur compani but i let my theft coverag lap guess i wo n't be replac that tv,allstat
3364,the internet,$1000,establish in two thousand and seven thi microblog site that sound like an acrobat handl forty million post a day,tumblr
3365,architectur,$200,a flight is a seri of these unbroken by a land,stair
3366,govern work,$1000,if you can read and translat arab dari or thi major languag of afghanistan the cia could use your help,pushtu
3367,teen rhyme,$1000,onc use in corset it 's a jaw materi from certain whale,baleen
3368,one word movi titl,$1000,"one thousand, nine hundred and eighty-six charli sheen is a soldier in vietnam",platoon
3369,gulf,$1000,at it mouth the gulf of sidra stretch two hundred and eighty mile from misratah to benghazi in thi african countri,libya
3370,state the landmark,$1000,zion nation park monument valley,utah
3371,flag,$200,the flag of thi south american sport powerhous is seen a href http www j archiv com medium two thousand and nine twelve eleven j ten jpg target blank here a,brazil
3372,start with h,$200,polygam potent place their pretti odalisqu in these seclud hideaway,harem
3373,girl scout badg,$1000,do n't get tongu tie when earn the badg the lure of thi whether estonian or esperanto,languag
3374,the new york time columnist,$200,an astronom view facil or henri fountain 's column in tuesday 's scienc time,observatori
3375,let' go golf,$200,score in golf is done by count these unit that could also be appli by a painter,stroke
3376,california role,$1000,"l a p i j j gitt investig the citi 's water manag other mysteri in thi one thousand, nine hundred and seventy-four film",chinatown
3377,file under z,$1000,at the time of hi death irish author jame joyc wa live in thi swiss citi,zurich
3378,doubl g whiz,$1000,to overwhelm or bewild especi while play a certain parker brother word game,boggl
3379,play footbal for vocabulari,$200,it cover a babi bird or it 's in your quilt,down
3380,get tick off,$200,when thi bibl guy came down from the mountain saw hi peopl danc befor the golden calf boy wa he upset,mose
3381,"one thousand, five hundred",$200,"holyrood palac wa built in thi capit citi around one thousand, five hundred",edinburgh
3382,c is for cooki,$1000,classic oatmeal cooki are made with nutmeg thi age old spice that come in cassia ceylon varieti,cinnamon
3383,without my partner,$200,he compos the operetta the rose of persia to a libretto by basil hood not gilbert,sullivan
3384,tast treat,$200,whether you like it hot or cold borscht is a russian soup made from these root veget,beet
3385,sergeant york,$200,"wwi 's famou sgt alvin york wa born on dec thirteen one thousand, eight hundred and eighty-seven in pall mall in thi volunt state",tennesse
3386,moo,$200,thi adject mean pure academ or irrelev,moot
3387,teatim,$200,the first comprehens guid to tea drink wa written by lu yu of thi countri in the 8th centuri,china
3388,21st centuri music,$1000,brother chad mike kroeger make up half of thi rock band,nickelback
3389,brand name,$1000,"the oyster ha been a basic model of thi swiss watchmak sinc the one thousand, nine hundred and twenty",rolex
3390,september' here alreadi,$200,i'm off to london to see the spring two thousand and eleven collect shown a part of thi week,fashion
3391,music appreci,$200,bach use hi bean to write a comic cantata about a girl who ca n't give up thi breakfast drink,coffe
3392,haulin' oat s,$200,it contain the pharynx the larynx,throat
3393,more vowel than conson,$1000,a disinfect spray or a system of colloid particl dispers in a ga,aerosol
3394,drink,$1000,kumi first made from mare 's milk is cousin to thi yogurt like liquid origin made from camel 's milk,kefir
